NIMA DORJE II (BOKA LAMA),,NEP,Sherpa,30.,04.,2013,NE Face - Lower to Central traverse - E Ridge,
QUINTERO,Santiago,ECU,,30.,04.,2013,NE Face - Lower to Central traverse - E Ridge,
STITZINGER,Luis,GER,,30.,04.,2013,NE Face - Lower to Central traverse - E Ridge,
VON MELLE,Alix Christine Dorothée,GER,f,30.,04.,2013,NE Face - Lower to Central traverse - E Ridge,
BARGIEL,Andrzej,POL,,02.,10.,2013,NE Face - Chinese traverse,
COLIBǍŞANU,Horia,ROM,,30.,04.,2014,NE Face - Lower to Central traverse - E Ridge,
HÁMOR,Peter,SLK,,30.,04.,2014,NE Face - Lower to Central traverse - E Ridge,
IONESCU,"Justin, George",ROM,,30.,04.,2014,NE Face - Lower to Central traverse - E Ridge,
GHEICHISAZ,Azim,IRN,,01.,05.,2014,NE Face - Lower to Central traverse - E Ridge,
BLETTON,Antoine,F,,14.,05.,2014,"SW Face, Central Couloir",
BONNIOT,Max,F,,14.,05.,2014,"SW Face, Central Couloir",
MOATTI,Sébastien,F,,14.,05.,2014,"SW Face, Central Couloir",
RATEL,Sébastien,F,,14.,05.,2014,"SW Face, Central Couloir",
Compilation and Copyright:,,,,,,,,
Eberhard Jurgalski for 8000ers.com,,,,,,,,
